Age,Weak Foot,Skill Moves,Height,Weight,SlidingTackle,HeadingAccuracy,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Positioning,Penalties,Composure,Marking,StandingTackle,shooting_attributes,passing_attribtes,Left,Right,Overall,Value,Potential,Wage
26,3,3,171.76,66,34,46,70,69,74,73,75,52,67,57,65,59,34,21,55,59,66,50,29,57.66666667,64.75,0,1,66,700000,66,3000
30,3,1,186.4,82,9,8,13,22,43,38,32,62,57,59,28,63,22,28,15,24,13,8,10,12.83333333,26,0,1,66,425000,66,3000
27,2,2,169.52,78,66,49,54,63,75,72,74,60,80,84,77,73,73,62,65,39,56,63,64,57.33333333,59.5,1,0,66,525000,66,4000
25,3,2,186.4,88,65,61,52,54,55,60,54,58,55,71,61,78,70,65,33,36,49,65,68,42,51.75,0,1,66,675000,69,15000
24,3,3,167.28,73,54,53,65,63,78,77,81,68,82,71,76,65,76,49,64,57,54,48,47,51.33333333,59,0,1,66,800000,68,5000
24,2,2,188.64,84,61,69,59,54,49,38,45,63,44,87,71,82,62,60,46,50,56,62,65,44.33333333,55,0,1,66,675000,69,2000
32,3,3,174,76,33,49,66,69,68,74,67,65,76,53,72,65,61,47,58,66,70,43,46,64.5,61.75,1,0,66,500000,66,4000
29,2,1,193.12,83,10,12,13,15,47,46,52,60,55,72,26,71,31,24,13,22,46,15,12,14.5,30,0,1,66,500000,67,2000
22,3,3,171.76,68,23,61,64,64,79,75,78,59,68,84,77,74,64,38,60,65,55,23,27,59.5,53,0,1,66,1000000,75,2000
21,4,2,188.64,82,63,62,52,60,63,65,48,55,50,68,57,78,68,59,42,40,58,66,68,39,54,0,1,66,875000,75,6000
22,3,3,176.24,79,51,51,65,65,74,72,77,60,67,72,73,59,71,43,60,54,60,54,51,61.66666667,62.75,0,1,66,1000000,75,2000
28,3,2,176.24,83,65,54,57,64,66,63,66,61,61,72,85,76,81,59,49,43,58,61,62,46.33333333,58.5,0,1,66,575000,67,6000
27,5,3,167.28,64,28,48,68,69,71,70,64,53,85,47,62,58,34,19,67,56,64,28,25,61,64.25,0,1,66,675000,66,3000
26,2,3,186.4,81,62,59,63,64,74,78,76,64,67,61,75,71,69,63,56,58,64,48,65,58.33333333,63.25,0,1,66,550000,66,8000
26,3,2,171.76,69,68,70,65,60,65,68,64,62,56,85,70,76,62,63,52,51,53,59,70,47.33333333,61.25,1,0,66,625000,67,5000
22,3,3,169.52,62,34,44,69,70,69,69,73,62,80,55,48,51,39,44,61,47,63,50,39,60.16666667,63.5,0,1,66,1100000,77,11000
33,2,1,184.16,86,9,11,11,18,14,28,36,54,33,53,20,61,23,9,9,11,56,13,13,10.16666667,22.75,0,1,66,325000,66,5000
25,3,3,176.24,83,53,54,67,63,86,85,68,58,68,82,79,76,30,25,64,46,58,48,58,50.33333333,55.25,0,1,66,800000,69,1000
21,3,2,171.76,67,67,58,59,61,72,70,67,64,83,73,71,68,71,67,48,46,61,60,63,45.66666667,53.75,0,1,66,825000,74,2000
24,2,3,174,79,53,58,71,70,67,61,68,64,70,67,62,69,68,56,63,56,69,41,51,65.83333333,61.5,0,1,66,850000,70,3000
33,3,2,181.92,78,63,58,50,63,61,69,63,64,61,70,68,81,62,65,56,34,64,61,64,46,56.75,0,1,66,260000,66,1000
22,4,3,165.04,63,40,36,67,66,83,77,87,55,73,69,86,60,63,45,68,62,64,48,52,61.5,57.25,0,1,66,950000,74,4000
19,3,2,188.64,83,63,63,41,49,76,76,57,63,52,75,75,80,68,62,34,52,49,67,64,39.83333333,46.25,1,0,66,1100000,79,1000
27,3,1,184.16,78,12,11,10,22,35,60,33,57,56,54,43,55,23,26,13,19,57,25,14,14.16666667,28.75,1,0,66,500000,67,2000
33,3,2,181.92,83,67,63,59,62,57,61,58,65,58,75,64,76,75,66,56,64,73,67,67,65.33333333,64.25,0,1,66,250000,66,2000
24,3,2,169.52,72,32,66,63,60,77,80,86,62,81,91,76,66,71,41,64,59,60,46,25,58.16666667,52.75,0,1,66,825000,69,6000
27,4,3,176.24,73,47,49,64,65,84,87,70,60,69,56,70,58,40,32,57,55,54,48,50,65,58.25,1,0,66,675000,66,1000
25,3,2,171.76,69,63,40,59,68,74,87,77,65,85,48,87,58,56,54,44,29,63,60,61,47.5,55.75,1,0,66,700000,71,1000
26,4,2,176.24,78,32,62,62,65,72,73,72,65,76,76,63,76,73,56,72,64,60,34,38,61.5,59.25,1,0,66,800000,68,3000
26,2,1,188.64,84,11,20,12,24,31,31,57,55,51,50,24,62,33,19,13,24,42,15,14,12.83333333,21.25,0,1,66,575000,70,2000
26,4,1,190.88,93,14,18,12,27,38,36,42,71,40,55,30,65,29,11,8,26,55,11,14,16.66666667,24.75,0,1,66,575000,70,2000
22,2,3,181.92,68,65,60,66,71,63,56,69,60,68,63,60,58,66,63,62,57,61,45,67,49.16666667,69.75,1,0,66,825000,74,2000
23,3,2,174,72,60,53,52,64,69,74,75,55,71,74,64,58,66,65,42,55,56,68,66,53.16666667,61,0,1,66,775000,73,12000
21,3,3,169.52,73,56,54,64,63,80,81,70,56,72,66,62,58,60,31,60,53,58,32,53,52.5,63.25,0,1,66,1200000,78,5000
34,3,2,176.24,74,69,65,23,42,52,45,75,52,56,82,89,78,62,66,34,36,57,66,70,25,41.5,0,1,66,200000,66,2000
19,4,3,165.04,54,34,39,72,60,81,81,77,72,90,53,56,34,32,30,59,57,48,34,27,54.66666667,59,1,0,66,975000,75,6000
17,4,3,174,73,29,59,68,66,73,67,59,66,65,67,72,64,48,44,57,55,62,39,44,59.5,67,0,1,66,1100000,79,2000
31,2,3,171.76,66,24,30,65,64,76,78,82,61,79,78,66,57,40,34,60,59,55,32,35,57.16666667,63.25,1,0,66,575000,66,4000
27,4,3,176.24,79,57,58,64,69,60,62,59,65,59,49,62,70,64,56,62,67,65,60,59,66.33333333,64.25,0,1,66,725000,67,3000
30,3,1,186.4,87,13,19,17,18,46,34,47,70,41,62,34,62,33,16,6,18,42,22,15,15.5,31.5,0,1,66,425000,66,10000
25,3,3,167.28,57,37,42,72,69,76,75,72,56,85,68,78,58,68,59,66,44,68,55,39,53.16666667,66,1,0,66,775000,68,2000
34,3,2,181.92,72,65,67,34,54,58,47,50,64,67,65,41,66,69,63,26,44,62,66,66,49.83333333,61.75,0,1,66,200000,66,2000
19,3,2,174,71,12,59,62,65,82,78,74,67,79,62,64,65,42,29,70,64,57,31,19,62.33333333,56.5,0,1,66,925000,74,2000
21,3,1,184.16,81,10,13,10,20,35,33,40,68,50,68,21,65,30,14,8,16,58,13,11,11.5,24.25,0,1,66,875000,77,4000
24,3,2,184.16,77,59,60,59,61,67,75,64,65,61,63,78,71,67,68,56,39,60,67,63,43.5,60,0,1,66,725000,71,2000
30,3,3,181.92,86,23,63,64,64,73,70,51,50,48,71,60,80,69,29,58,57,62,44,34,54.5,48.5,0,1,66,625000,66,1000
32,2,3,169.52,68,17,44,66,66,82,84,82,64,75,64,82,62,46,27,69,53,64,25,15,51.5,56.5,0,1,66,500000,66,3000
25,3,1,186.4,78,20,20,19,38,51,50,47,61,42,63,30,64,19,23,15,30,44,15,12,15.16666667,32.25,0,1,66,625000,72,3000
22,2,2,176.24,76,68,60,58,67,70,72,58,53,76,70,65,70,48,62,38,40,47,65,71,37.16666667,56,0,1,66,800000,74,2000
31,2,3,184.16,74,64,54,68,66,71,69,66,64,68,73,62,66,58,63,56,43,72,66,64,38.66666667,63.25,1,0,66,425000,66,2000
32,3,2,174,71,61,47,53,65,53,51,67,67,70,75,67,72,70,68,47,45,67,59,64,51.16666667,56.5,0,1,66,375000,66,2000
34,3,2,171.76,69,62,45,56,58,68,64,69,64,79,71,73,61,68,69,59,70,77,72,65,59.5,61.5,1,0,66,180000,66,2000
19,4,3,181.92,63,23,64,76,68,88,89,78,57,73,65,63,67,30,16,61,78,55,22,17,53.83333333,49.5,0,1,66,1100000,78,6000
26,2,1,176.24,69,20,12,5,18,38,35,40,64,47,60,33,42,22,9,6,15,43,23,21,10.5,23.25,0,1,66,600000,71,1000
32,3,2,174,68,65,60,63,61,69,68,66,66,63,62,81,61,68,63,66,56,67,60,65,57.5,60.25,0,1,66,350000,66,2000
25,3,2,190.88,79,63,68,37,50,67,73,43,61,39,44,63,79,67,64,26,37,67,62,67,32.33333333,47,0,1,66,675000,69,4000
22,4,3,174,73,18,32,71,67,75,72,74,67,71,58,52,51,52,26,65,65,60,20,33,61.5,59,0,1,66,900000,73,3000
23,3,3,174,68,24,58,72,72,79,78,77,58,71,62,71,56,44,33,66,62,64,21,41,55.5,60.75,0,1,66,1000000,75,6000
26,2,2,186.4,78,62,66,40,49,64,56,44,58,47,80,69,77,63,67,30,40,54,66,67,37.33333333,49.75,0,1,66,650000,68,11000
28,3,1,184.16,74,15,14,17,16,37,41,38,64,43,68,36,53,30,14,8,19,43,10,9,12.33333333,21.25,0,1,66,525000,67,2000
20,3,2,181.92,74,62,63,61,63,72,76,72,64,61,66,72,73,55,63,41,40,52,61,65,42.16666667,59,0,1,66,825000,74,4000
27,3,3,184.16,78,29,62,64,66,74,77,71,58,65,63,56,85,63,34,65,54,67,44,32,52.66666667,57.75,0,1,66,750000,67,1000
24,2,3,169.52,62,65,44,63,63,80,83,81,66,75,61,86,70,75,59,58,41,59,63,66,43,60.75,0,1,66,825000,69,3000
23,3,3,171.76,78,61,45,66,67,80,80,79,59,75,64,81,63,59,60,66,38,64,63,64,49.83333333,61.25,0,1,66,800000,74,4000
24,4,3,181.92,78,16,62,63,67,67,67,59,63,67,70,71,70,35,23,64,61,57,16,17,64.16666667,51,0,1,66,925000,73,1000
24,4,3,181.92,78,35,59,65,68,63,64,58,65,63,54,63,67,59,43,59,58,66,59,44,61.83333333,66,0,1,66,850000,71,4000
20,3,3,176.24,69,61,49,66,72,69,68,75,66,74,70,67,63,60,62,47,55,54,64,63,44.33333333,64,1,0,66,1000000,78,8000
25,3,2,188.64,79,66,64,50,54,52,56,44,55,52,76,63,86,56,62,21,41,60,60,68,48.33333333,48.25,0,1,66,700000,70,4000
27,4,3,169.52,68,23,68,66,65,61,66,82,60,72,84,60,65,61,55,70,46,50,39,27,56.16666667,65.75,0,1,66,675000,66,4000
29,3,3,181.92,76,46,51,65,71,69,69,65,71,67,70,77,65,47,42,63,59,50,31,51,61.83333333,64.25,0,1,66,625000,66,2000
32,2,2,186.4,79,62,61,42,50,39,43,32,59,45,68,62,82,79,64,27,39,49,66,65,40.5,42.5,0,1,66,375000,66,2000
27,2,3,167.28,63,55,32,66,69,74,69,81,68,90,76,69,54,66,64,57,50,65,56,57,57.83333333,66,1,0,66,650000,66,1000
26,3,2,181.92,82,67,53,53,61,61,61,62,65,64,73,76,77,70,63,27,34,57,64,64,38.66666667,53.5,0,1,66,625000,67,2000
33,4,3,167.28,64,27,53,73,71,84,78,92,63,88,76,65,34,50,29,62,71,71,25,29,65.5,59.25,0,1,66,400000,66,4000
33,2,2,181.92,78,27,74,56,58,63,65,63,65,64,77,47,74,79,26,64,58,66,45,34,58.5,55.25,0,1,66,400000,66,3000
18,3,3,188.64,78,40,59,64,69,64,62,46,63,62,46,68,61,60,54,66,49,58,56,54,53.5,59.75,1,0,66,1300000,84,7000
29,3,3,165.04,71,60,54,64,65,66,70,66,68,61,62,72,64,72,69,68,56,53,69,64,56.33333333,61.25,0,1,66,625000,66,4000
26,2,2,184.16,76,58,55,69,68,58,55,59,67,56,58,60,64,68,63,41,41,65,60,63,39.5,65.75,0,1,66,675000,69,3000
26,2,1,186.4,81,17,13,12,16,29,23,59,63,68,63,40,72,16,28,16,14,47,9,16,15.16666667,28,0,1,66,575000,70,1000
21,3,2,171.76,73,65,51,61,64,73,67,69,60,71,70,73,65,66,71,56,46,59,62,63,33.83333333,59,0,1,66,900000,76,4000
35,3,1,181.92,79,13,14,11,18,34,36,43,55,42,51,30,59,23,15,9,13,54,12,12,11.83333333,21.75,0,1,66,150000,66,1000
19,3,3,169.52,68,62,43,67,68,67,68,72,68,70,55,73,67,64,58,61,50,70,55,65,48.16666667,59,0,1,66,900000,74,2000
32,3,3,186.4,83,18,65,67,68,68,68,69,60,70,63,60,75,61,43,60,68,66,33,32,68.33333333,65.5,0,1,66,500000,66,2000
26,2,2,181.92,77,65,54,59,61,90,92,73,63,65,71,79,73,67,66,57,46,60,64,66,56,58.25,1,0,66,650000,68,2000
27,3,1,188.64,82,13,12,14,26,30,44,38,56,58,55,34,54,21,18,15,23,27,18,12,17.5,19.25,0,1,66,550000,69,2000
27,2,2,186.4,83,63,67,34,39,46,55,43,64,52,65,60,80,67,63,49,31,61,65,67,23.66666667,48.5,0,1,66,600000,67,2000
32,3,2,174,77,64,65,32,42,66,67,63,63,77,67,65,69,74,65,29,39,66,66,65,35.33333333,56.25,0,1,66,375000,66,4000
26,3,2,190.88,87,59,56,57,62,59,53,48,64,60,68,66,83,75,62,47,27,60,66,65,32.33333333,54.75,1,0,66,650000,68,2000
28,3,2,188.64,83,63,64,40,52,54,58,60,61,32,70,68,84,67,65,13,15,61,62,68,17.66666667,35.25,0,1,66,525000,66,1000
28,3,2,186.4,74,65,62,58,58,50,64,43,57,40,71,70,79,70,65,32,44,62,62,63,49.5,55.5,0,1,66,525000,66,3000
27,4,3,169.52,73,23,59,66,61,85,89,72,59,70,77,74,69,51,20,63,64,53,14,34,54.66666667,55.75,0,1,66,675000,66,5000
22,3,3,181.92,74,61,62,64,66,68,73,61,63,66,64,74,58,64,63,60,57,59,66,61,56.33333333,64,0,1,66,950000,77,1000
25,3,2,176.24,74,20,63,62,60,72,75,58,62,64,68,66,61,45,18,68,66,62,22,21,55.66666667,50.5,0,1,66,875000,71,2000
23,3,2,184.16,73,65,59,45,49,68,70,68,58,65,82,58,80,63,61,33,43,57,67,64,38.5,45.5,0,1,66,850000,75,2000
21,3,3,181.92,73,52,51,68,69,67,53,67,67,68,70,78,64,49,58,53,45,49,59,54,49.5,63.5,0,1,66,975000,75,5000
29,4,3,171.76,69,13,52,67,67,90,90,81,63,80,74,78,45,58,48,61,50,63,39,21,61.5,61,0,1,66,625000,66,1000
22,3,2,181.92,76,68,60,53,54,69,71,61,59,47,81,68,73,68,65,30,44,64,58,70,34.16666667,41.25,0,1,66,825000,74,2000
24,3,3,171.76,72,14,45,65,67,63,61,71,60,75,47,63,58,62,26,63,68,62,33,19,68.83333333,63,1,0,66,850000,71,4000
27,3,3,176.24,78,63,52,66,64,80,80,72,61,71,68,70,67,74,33,62,65,66,35,41,65.83333333,61,0,1,66,675000,66,2000
23,3,3,176.24,72,65,63,67,64,74,82,70,57,78,63,72,62,76,63,67,41,50,59,61,39.5,56.75,0,1,66,850000,75,9000
21,3,3,174,64,61,57,66,68,79,84,72,64,75,73,79,70,62,49,63,40,63,60,63,57.16666667,60.5,0,1,66,825000,74,4000
31,4,2,186.4,81,60,68,52,55,74,76,73,62,66,76,67,75,66,65,44,53,66,60,65,47.33333333,56.5,1,0,66,425000,66,2000
25,3,3,184.16,74,30,61,63,65,68,71,69,66,62,52,70,62,53,32,67,58,58,24,27,62.33333333,54.75,0,1,66,825000,69,4000
24,4,2,188.64,79,24,70,60,64,65,67,65,67,50,65,72,77,63,26,69,56,66,44,37,56.83333333,48.75,0,1,66,875000,71,3000
24,2,2,184.16,79,68,64,41,50,50,67,50,59,59,74,53,75,60,65,21,30,62,64,71,19.83333333,33.5,0,1,66,700000,70,1000
26,2,3,184.16,83,22,67,66,67,67,64,38,64,59,67,72,76,46,22,64,53,58,27,28,55.83333333,53.5,1,0,66,800000,68,4000
22,2,1,181.92,78,11,26,14,18,45,44,61,59,50,60,37,65,22,22,14,24,36,11,12,20.33333333,29.5,0,1,66,800000,76,2000
28,3,3,174,74,21,55,64,67,77,77,79,63,76,75,52,64,71,15,64,52,63,40,22,61,61.75,0,1,66,650000,66,2000
24,2,2,184.16,69,64,54,59,58,70,68,65,63,52,66,93,66,73,64,58,44,64,59,62,38.66666667,59,1,0,66,700000,70,2000
21,3,3,171.76,58,40,20,72,71,76,62,92,64,83,59,66,28,64,59,53,48,58,55,42,55.33333333,65.75,0,1,66,875000,72,5000
25,4,4,174,71,23,34,67,69,82,79,78,58,70,34,68,49,45,37,66,58,61,32,39,57,56.75,1,0,66,775000,67,2000
19,4,2,174,68,16,63,56,59,70,69,55,70,73,71,53,45,33,13,73,57,46,15,16,53.5,41.5,0,1,66,1100000,78,1000
21,2,3,176.24,77,45,55,68,66,72,75,61,51,66,60,70,60,45,45,61,62,57,40,59,58.16666667,61.25,0,1,66,1200000,79,2000
25,3,3,184.16,82,55,59,64,64,69,66,58,63,37,62,75,78,65,65,53,45,58,63,61,42.66666667,60.5,0,1,66,700000,70,2000
22,3,2,171.76,68,58,54,57,67,64,72,71,61,78,74,73,71,48,62,59,58,56,57,61,46.83333333,65,0,1,66,1000000,76,2000
24,3,2,184.16,81,16,73,65,60,50,53,56,60,50,71,67,82,55,27,66,56,59,27,17,54.16666667,48.5,0,1,66,925000,73,4000
32,3,2,181.92,78,60,75,62,62,55,57,61,72,59,81,84,71,65,67,68,55,61,50,66,59.66666667,61.75,0,1,66,475000,66,10000
23,4,3,167.28,64,23,54,74,72,71,73,79,63,91,75,80,33,26,17,70,67,64,19,24,58.66666667,54.5,0,1,66,0,69,0
25,5,2,181.92,77,63,60,64,59,74,84,77,61,63,73,74,69,65,58,58,52,63,65,63,58.5,57.75,0,1,66,675000,70,2000
24,2,1,193.12,82,14,15,11,20,28,30,36,63,25,30,30,62,26,22,17,16,54,12,13,15.5,26.5,0,1,66,600000,70,1000
24,4,3,174,78,43,56,67,65,78,77,73,59,77,53,76,66,53,28,61,55,63,49,46,60.33333333,60,0,1,66,875000,72,2000
27,3,3,167.28,66,61,49,66,68,66,71,74,64,86,56,74,56,76,53,66,60,60,64,66,61.33333333,60.25,0,1,66,650000,66,3000
24,3,1,184.16,74,14,16,16,21,45,46,61,64,55,53,22,60,24,22,13,24,60,15,18,16,27.75,0,1,66,650000,72,1000
29,2,3,184.16,81,16,70,64,68,66,68,55,52,58,73,60,75,57,20,65,73,60,40,17,53.5,46.5,0,1,66,0,66,0
25,3,3,176.24,68,60,56,66,63,89,83,69,61,71,67,84,73,54,57,60,34,65,63,63,51.16666667,57.5,1,0,66,650000,68,2000
21,2,2,181.92,77,63,58,48,62,58,64,56,56,53,71,49,71,62,65,26,41,55,71,65,33.5,45.5,0,1,66,1300000,80,3000
24,3,3,186.4,74,39,51,68,66,82,85,62,57,54,38,66,67,32,55,62,52,49,52,49,54.16666667,58.25,0,1,66,825000,69,4000
27,3,1,181.92,81,13,13,13,10,28,32,41,64,41,68,19,62,17,7,5,14,27,11,10,12,19.5,0,1,66,500000,67,3000
26,3,3,184.16,78,51,64,65,64,77,75,75,59,85,72,71,74,63,25,52,59,61,46,50,65.66666667,63.25,1,0,66,750000,67,15000
25,3,2,181.92,77,66,58,46,59,68,75,70,58,75,71,63,70,74,69,44,41,58,55,69,44.33333333,58.75,0,1,66,675000,69,3000
28,3,2,181.92,74,20,72,59,64,67,62,63,62,55,87,88,74,50,28,68,63,61,32,23,61.5,47.25,0,1,66,675000,66,2000
23,3,3,181.92,71,68,38,63,66,66,64,67,66,70,64,71,66,72,67,57,38,64,65,69,52.83333333,63.75,0,1,66,875000,72,2000
25,2,3,181.92,73,10,59,64,70,52,64,37,66,68,66,63,61,45,16,69,62,54,51,16,55.83333333,63.75,0,1,66,775000,68,3000
22,3,3,171.76,68,63,64,69,68,71,69,66,63,56,64,78,66,72,63,52,63,55,63,64,49.66666667,64.5,0,1,66,0,75,0
35,2,2,174,79,54,39,58,63,30,30,60,68,68,68,71,70,82,72,61,59,73,55,49,61.5,65.75,1,0,66,270000,66,2000
24,3,2,167.28,64,69,61,61,64,72,73,74,63,77,90,70,57,62,64,54,55,52,65,68,37.16666667,49.75,0,1,66,750000,73,4000
28,3,1,186.4,73,12,13,11,18,33,23,36,63,35,41,26,64,16,21,18,16,61,12,10,16.16666667,26.75,0,1,66,450000,66,2000
21,3,3,167.28,64,34,32,66,67,82,81,90,60,87,62,58,46,60,40,59,51,55,32,36,64.66666667,62,1,0,66,900000,72,2000
19,3,3,167.28,64,15,56,81,71,91,90,80,55,85,69,66,50,33,17,60,58,52,51,24,51.66666667,49,0,1,66,1400000,80,2000
24,3,3,174,68,29,52,71,66,75,72,73,55,72,71,58,57,42,27,62,63,61,30,28,65.16666667,59.25,0,1,65,700000,69,3000
28,2,2,186.4,87,31,61,56,56,74,77,62,65,61,71,76,92,70,29,66,70,58,37,33,53.33333333,49,0,1,65,550000,65,6000
32,3,2,181.92,87,63,64,54,59,69,69,30,57,51,65,67,87,58,58,45,43,63,59,66,32.83333333,48.5,0,1,65,300000,65,2000
25,3,3,169.52,67,43,44,68,66,76,75,79,60,81,57,61,45,46,25,63,59,61,33,40,57.33333333,58.5,0,1,65,675000,68,3000
21,3,2,176.24,69,23,55,69,72,75,70,73,58,62,56,46,48,42,29,57,56,46,35,24,50.16666667,63.25,1,0,65,875000,75,4000
28,2,3,174,71,60,51,67,68,79,74,78,59,75,63,62,55,51,66,68,36,62,60,64,33.16666667,59.75,0,1,65,425000,65,6000
32,4,3,184.16,72,46,68,69,69,66,67,66,63,56,63,66,58,59,55,62,59,65,45,53,63.16666667,64.5,0,1,65,400000,65,3000
22,2,1,186.4,83,14,17,15,15,47,48,36,63,54,61,27,67,26,21,15,21,43,20,21,17.66666667,23.5,0,1,65,675000,75,3000
18,2,1,190.88,71,13,11,13,17,25,23,26,49,23,40,19,63,26,11,6,13,22,16,10,14.33333333,21.75,1,0,65,1000000,86,3000
23,3,2,176.24,76,66,59,61,58,80,82,65,59,66,68,70,72,57,55,41,44,54,65,65,45.5,50.75,0,1,65,675000,73,1000
27,3,2,181.92,69,60,62,61,66,76,71,73,64,70,67,69,74,72,65,54,44,61,60,61,42.83333333,56.5,0,1,65,500000,66,2000
31,2,2,181.92,74,65,71,60,60,36,55,46,59,65,78,79,78,67,69,25,38,64,67,67,31,55,1,0,65,350000,65,2000
22,2,2,181.92,81,61,72,55,74,50,37,53,52,72,75,71,77,60,52,41,51,59,55,71,47.16666667,57,0,1,65,725000,74,4000
20,3,2,181.92,82,63,57,61,63,69,69,78,58,79,82,78,70,79,62,57,49,62,62,65,51,58.75,0,1,65,700000,73,5000
26,2,2,171.76,67,57,55,58,65,74,65,68,62,74,66,77,64,70,58,60,47,64,66,62,44.5,63.75,0,1,65,550000,67,1000
21,3,2,181.92,79,69,63,35,44,59,54,48,51,62,69,63,65,64,66,25,40,60,69,67,32.16666667,39.75,0,1,65,775000,75,5000
20,4,4,176.24,74,22,44,68,70,68,70,52,58,58,48,54,55,25,19,62,51,43,20,21,43.66666667,62.5,0,1,65,850000,74,5000
26,3,1,190.88,88,13,15,12,16,43,41,48,59,45,61,24,72,26,16,11,25,67,16,16,17.16666667,27.75,0,1,65,475000,68,2000
26,1,2,181.92,71,66,72,41,51,61,62,52,48,58,71,67,71,61,51,23,66,42,74,66,36.16666667,47,0,1,65,475000,65,4000
33,1,2,188.64,89,57,66,45,49,32,33,32,60,34,84,84,93,67,62,26,41,61,62,60,35,55.5,1,0,65,220000,65,1000
22,3,3,174,67,52,54,64,63,73,66,78,64,75,66,66,49,48,51,57,57,61,57,53,54,63,0,1,65,750000,71,7000
22,2,2,181.92,71,61,58,61,62,76,76,68,61,70,76,75,64,58,59,53,53,58,62,62,51,59.5,1,0,65,600000,70,4000
21,3,3,171.76,73,68,58,65,68,64,61,58,57,74,63,63,62,61,42,56,58,67,47,64,55.16666667,68.25,1,0,65,825000,74,2000
21,3,3,169.52,67,59,37,67,70,86,80,84,64,85,77,76,43,50,60,47,40,55,52,55,32.33333333,59.75,0,1,65,775000,72,2000
32,3,3,184.16,79,21,61,63,67,53,54,67,64,63,67,68,75,33,24,72,66,70,20,22,55.33333333,51.75,0,1,65,425000,65,3000
21,3,2,176.24,73,14,58,67,62,74,83,69,50,70,62,63,56,31,15,65,62,48,20,20,62.66666667,53,0,1,65,850000,74,7000
18,2,3,171.76,69,18,51,70,64,77,68,69,54,76,57,41,47,48,11,47,67,58,30,13,61.16666667,65,1,0,65,1100000,79,1000
27,3,3,174,73,32,63,65,66,63,66,73,65,70,64,67,66,45,43,65,58,58,26,38,59.16666667,59,0,1,65,575000,65,16000
29,3,2,181.92,78,67,56,57,56,69,74,70,60,58,74,71,73,73,62,58,13,55,58,65,35,52.25,0,1,65,425000,65,2000
25,3,3,176.24,76,33,55,64,66,75,76,77,61,70,61,77,63,61,29,65,64,63,33,26,61.83333333,54.5,0,1,65,675000,67,4000
21,3,2,171.76,68,70,60,64,62,75,72,67,62,74,72,74,66,69,58,50,43,48,65,64,38.83333333,47.5,1,0,65,650000,72,3000
27,3,3,169.52,68,44,52,63,64,76,79,87,60,82,68,85,62,60,22,59,47,55,41,45,48.66666667,56.75,0,1,65,575000,65,1000
29,4,3,174,76,43,55,67,68,72,75,75,65,71,65,69,58,53,55,63,42,61,36,48,50.33333333,64.25,0,1,65,525000,65,3000
22,2,2,169.52,74,70,48,54,65,80,76,80,53,69,71,71,60,72,53,61,35,54,68,62,44.5,57.5,1,0,65,700000,74,1000
23,2,1,188.64,76,14,13,21,24,41,46,34,52,45,59,32,68,21,23,12,23,34,28,13,15.5,22.75,0,1,65,625000,74,1000
18,3,3,181.92,72,61,63,63,64,76,79,74,60,64,73,62,66,60,62,50,48,60,63,66,39,58,1,0,65,1000000,79,2000
18,3,3,181.92,69,46,48,73,71,71,72,81,59,69,70,66,54,58,53,51,41,71,48,56,45.5,64.5,0,1,65,1100000,81,2000
24,2,2,171.76,73,62,59,63,62,71,74,76,65,64,82,72,58,67,62,52,44,50,59,66,40.16666667,58.5,0,1,65,625000,71,3000
22,3,3,174,74,36,51,70,69,73,70,69,55,74,66,77,61,63,45,65,48,67,41,39,58.33333333,64.5,0,1,65,825000,74,3000
21,4,3,174,72,64,38,65,65,72,76,69,66,68,58,64,62,58,66,65,38,61,62,65,42.16666667,62.5,0,1,65,875000,75,2000
22,3,2,190.88,88,63,62,51,55,59,53,37,62,38,67,67,77,71,65,29,43,46,61,64,34.83333333,43.5,0,1,65,675000,73,2000
33,2,1,186.4,82,12,11,12,16,59,49,39,65,21,59,29,64,32,22,11,19,45,13,12,14.33333333,26.75,0,1,65,270000,65,2000
26,3,2,188.64,76,62,60,54,56,74,76,69,58,63,75,80,77,60,64,40,34,58,59,65,38.66666667,54,0,1,65,475000,65,3000
34,1,1,190.88,87,14,15,11,24,40,41,50,65,42,66,28,56,28,12,8,16,30,14,15,15.33333333,25,1,0,65,220000,65,9000
28,3,2,181.92,74,62,64,60,64,70,73,78,65,72,77,75,75,69,62,60,56,65,68,62,62,59,1,0,65,450000,65,4000
38,3,1,186.4,89,19,20,19,21,45,42,33,60,43,68,38,71,29,25,15,22,62,23,20,16.66666667,28.5,0,1,65,40000,65,2000
19,3,3,167.28,72,26,42,69,66,90,90,75,58,88,63,65,56,53,28,57,47,62,44,24,55.5,54.75,0,1,65,950000,77,2000
28,2,3,176.24,76,61,54,63,65,77,76,76,64,71,62,79,72,66,32,64,55,65,49,57,57.33333333,60.25,0,1,65,550000,65,1000
28,3,3,176.24,76,62,62,65,64,66,69,71,65,65,71,80,72,80,61,62,55,55,55,61,59,61.25,0,1,65,525000,65,7000
27,3,3,174,74,20,59,63,65,74,73,78,61,77,73,75,67,35,18,67,68,63,28,27,59.5,43.75,0,1,65,575000,65,1000
27,3,1,184.16,81,13,18,13,25,45,42,35,61,53,52,20,65,19,21,17,19,57,17,18,16.16666667,24.5,0,1,65,450000,67,2000
